City,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,PLZ/City,Description,Eigenschaften,Hauptangaben,Listing URL
Zurich,1’680.–,CHF 1’500.–,CHF 180.–,3,"60
m2","Amerbachstrasse 62,",4057 Basel,"Herrliche 3-Zimmer-Wohnung in Basel zu vermieten
- Helle, weiträumige Zimmer
- Lift im Gebäude
- Parkmöglichkeiten vorhanden.
Lage:
- Kleinbasel
- Schule ca. 500 Meter
- Kindergarten ca. 150 Meter
- Praktische Verbindungen: Tram- und Busstation nur 100 Meter entfernt
Bei den Bildern handelt es sich um Beispielbilder- Abweichungen sind vorhanden
Eine Besichtigung lohnt sich bestimmt! Kontaktieren Sie Herr Izeri 079 946 79 27.",Lift,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3', 'Wohnfläche:': '60 m2'}",https://www.immoscout24.ch/mieten/4001748590
Zurich,4’500.–,CHF 4’100.–,CHF 400.–,4.5,"255
m2","Heuberg 22,",4051 Basel,"Wir vermieten per sofort oder nach Vereinbarung eine elegante 4.5-Zimmerwohnung an einer ruhigen und dennoch zentralen Wohnlage in Basel. Dieses Wohnjuwel kombiniert historische Elemente mit modernem Komfort und bietet Raum für kreatives Wohnen und Arbeiten.

Details zur Wohnung:
Lichtdurchflutetes Wohnzimmer: Mit Aussicht auf die Innenstadt
Wohn-/Schlafzimmer: Ausgestattet mit hochwertigem Parkettboden und stilvollen Deckenstuckaturen
Grosszügige Küche: Genügend Platz für einen Esstisch
Zwei Badezimmer, ein Gäste-WC und ein privater Waschturm
Stauraum: Eigenes Kellerabteil und grosszügiger Estrich
Exklusive Atelier- und Hobbyräume: Die Wohnung bietet direkten Zugang zum 4. Obergeschoss, wo Sie eigene Atelier- und Hobbyräume nutzen können - ideal für Kreativität, Hobbys oder Homeoffice
Intelligente Raumaufteilung: Helle, freundliche Zimmer mit einem behaglichen Wohnambiente
Lage und Umgebung:
Der Heuberg 22 liegt im Herzen der Basler Altstadt, einer der charmantesten und begehrtesten Wohnlagen der Stadt. Die Umgebung zeichnet sich durch historische Gebäude, gepflasterte Gassen und eine ruhige, doch zentrale Atmosphäre aus. Zahlreiche Geschäfte, Restaurants und Cafés befinden sich in unmittelbarer Nähe. Der Marktplatz sowie kulturelle Highlights wie das Theater Basel oder das Kunstmuseum sind bequem zu Fuss erreichbar. Dank der hervorragenden Anbindung an den öffentlichen Verkehr sind alle Stadtteile sowie der Hauptbahnhof in kurzer Zeit zu erreichen. Eine perfekte Lage für urbanes Wohnen mit historischem Flair!

Unser Willkommensgeschenk für Sie: Als besonderen Vorteil schenken wir Ihnen den ersten Netto-Monatsmietzins. Geniessen Sie diesen exklusiven Bonus und erleben Sie Ihr neues Zuhause in vollen Zügen von Anfang an.

Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme!","Aussicht, Lift, Altbau, In Wohngemeinschaft","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Anzahl Wohnungen:': '3', 'Etage:': '3', 'Anzahl Etagen:': '4', 'Wohnfläche:': '255 m2'}",https://www.immoscout24.ch/mieten/4001744848
Zurich,2’350.–,CHF 2’100.–,CHF 250.–,4,"82
m2","Feldbergstrasse 96,",4057 Basel,"In dieser Liegenschaft befinden sich 1- bis 4- Zimmer-Wohnungen sowie eine Gewerbefläche im Erdgeschoss. Die Liegenschaft Feldbergstrasse 96 befindet sich in Kleinbasel unweit der Messe. Die Wohnungen wurden teilsaniert (Fassade, Fenster, Küche und Badezimmer) und überzeugen besonders durch ihre zentrale Lage.

Charmante 4-Zimmer-Wohnung in Basel zu vermieten
Diese gemütliche 4-Zimmer-Wohnung in Basel bietet viel Platz und eine angenehme Raumaufteilung, die für Paare oder Familien ideal ist. Die Ausstattung sorgt für ein komfortables Wohnen, während die Lage in der Nähe von Einkaufsmöglichkeiten, Autobahnerschliessung (Basel-Wettstein), Basel Bad Bf und weiteren öffentlichen Verkehrsmitteln alles bietet, was man für den Alltag braucht. Geniessen Sie die Vorteile einer zentralen Wohngegend.

Besuchen Sie jetzt die Projekthomepage unter www.my-base.ch und erfahren Sie alles über die noch verfügbaren Wohnungen, die Preise, die Grundrisse und den Ausbau der Wohnungen. Die Anmeldung erfolgt ausschliesslich online, direkt via Website. Wir prüfen die Anmeldung umgehend nach Eingang und geben Ihnen so rasch als möglich Bescheid. Wir freuen uns auf Ihre Kontaktaufnahme!

Bei den Fotos handelt es sich um teils typabweichenden Wohnungen. Alle Angaben sind unverbindlich. Änderungen bleiben bis zur Bauvollendung vorbehalten.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4', 'Etage:': '5', 'Wohnfläche:': '82 m2'}",https://www.immoscout24.ch/mieten/4001731946
Zurich,1’220.–,CHF 1’130.–,CHF 90.–,1,"31
m2","Feldbergstrasse 96,",4057 Basel,"In dieser Liegenschaft befinden sich 1- bis 4- Zimmer-Wohnungen sowie eine Gewerbefläche im Erdgeschoss. Die Liegenschaft Feldbergstrasse 96 befindet sich in Kleinbasel unweit der Messe. Die Wohnungen wurden teilsaniert (Fassade, Fenster, Küche und Badezimmer) und überzeugen besonders durch ihre zentrale Lage.

Charmante 1-Zimmer-Wohnung in Basel zu vermieten
Diese gemütliche 1-Zimmer-Wohnung in Basel bietet viel Platz und eine angenehme Raumaufteilung, die für Singles oder Pendler ideal ist. Die Ausstattung sorgt für ein komfortables Wohnen, während die Lage in der Nähe von Einkaufsmöglichkeiten, Autobahnerschliessung (Basel-Wettstein), Basel Bad Bf und weiteren öffentlichen Verkehrsmitteln alles bietet, was man für den Alltag braucht. Geniessen Sie die Vorteile einer zentralen Wohngegend.

Besuchen Sie jetzt die Projekthomepage unter www.mybase.ch und erfahren Sie alles über die noch verfügbaren Wohnungen, die Preise, die Grundrisse und den Ausbau der Wohnungen. Die Anmeldung erfolgt ausschliesslich online, direkt via Website. Wir prüfen die Anmeldung umgehend nach Eingang und geben Ihnen so rasch als möglich Bescheid. Wir freuen uns auf Ihre Kontaktaufnahme!

Bei den Fotos handelt es sich um teils typabweichenden Wohnungen. Alle Angaben sind unverbindlich. Änderungen bleiben bis zur Bauvollendung vorbehalten.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': '1', 'Wohnfläche:': '31 m2'}",https://www.immoscout24.ch/mieten/4001731945
Zurich,2’050.–,CHF 1’840.–,CHF 210.–,3,"71
m2","Feldbergstrasse 96,",4057 Basel,"In dieser Liegenschaft befinden sich 1- bis 4- Zimmer-Wohnungen sowie eine Gewerbefläche im Erdgeschoss. Die Liegenschaft Feldbergstrasse 96 befindet sich in Kleinbasel unweit der Messe. Die Wohnungen wurden teilsaniert (Fassade, Fenster, Küche und Badezimmer) und überzeugen besonders durch ihre zentrale Lage.

Charmante 3-Zimmer-Wohnung in Basel zu vermieten
Diese gemütliche 3-Zimmer-Wohnung in Basel bietet viel Platz und eine angenehme Raumaufteilung, die für Singles, Paare oder kleine Familien ideal ist. Die Ausstattung sorgt für ein komfortables Wohnen, während die Lage in der Nähe von Einkaufsmöglichkeiten, Autobahnerschliessung (Basel-Wettstein), Basel Bad Bf und weiteren öffentlichen Verkehrsmitteln alles bietet, was man für den Alltag braucht. Geniessen Sie die Vorteile einer zentralen Wohngegend.

Besuchen Sie jetzt die Projekthomepage unter www.my-base.ch und erfahren Sie alles über die noch verfügbaren Wohnungen, die Preise, die Grundrisse und den Ausbau der Wohnungen. Die Anmeldung erfolgt ausschliesslich online, direkt via Website. Wir prüfen die Anmeldung umgehend nach Eingang und geben Ihnen so rasch als möglich Bescheid. Wir freuen uns auf Ihre Kontaktaufnahme!

Bei den Fotos handelt es sich um teils typabweichenden Wohnungen. Alle Angaben sind unverbindlich. Änderungen bleiben bis zur Bauvollendung vorbehalten.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '1', 'Wohnfläche:': '71 m2'}",https://www.immoscout24.ch/mieten/4001731944
Zurich,2’130.–,CHF 1’930.–,CHF 200.–,3,"66
m2","Bachlettenstrasse 39,",4054 Basel,"Die Liegenschaft Bachlettenstrasse 37/39 liegt im attraktiven Bachletten-Quartier in Basel, nahe dem Zoo und der Schützenmatte. Die Wohnungen wurden teilsaniert im 2024 (Fassade, Fenster, Küche und Badezimmer) und überzeugen besonders durch die einzigartige Aussicht auf den Zoo und die grünen Flächen der Umgebung, die vor allem von den oberen Stockwerken der Bachlettenstrasse 37 zu geniessen ist.

Charmante 3-Zimmer-Wohnung mitten in Basel
Diese 3-Zimmer-Wohnung bietet Ihnen komfortables Wohnen in zentraler Lage von Basel. Mit ihren hellen Räumen und der praktischen Aufteilung eignet sich die Wohnung ideal für Paare oder Familien, die eine gute Anbindung an die Stadt und ein modernes Zuhause suchen. Erleben Sie urbanes Wohnen mit allen Annehmlichkeiten, die Basel zu bieten hat.

Besuchen Sie jetzt die Projekthomepage unter www.my-base.ch und erfahren Sie alles über die noch verfügbaren Wohnungen, die Preise, die Grundrisse und den Ausbau der Wohnungen. Die Anmeldung erfolgt ausschliesslich online, direkt via Website. Wir prüfen die Anmeldung umgehend nach Eingang und geben Ihnen so rasch als möglich Bescheid. Wir freuen uns auf Ihre Kontaktaufnahme!

Bei den Fotos handelt es sich um teils typabweichenden Wohnungen. Alle Angaben sind unverbindlich. Änderungen bleiben bis zur Bauvollendung vorbehalten.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '1', 'Wohnfläche:': '66 m2'}",https://www.immoscout24.ch/mieten/4001731943
Zurich,1’250.–,CHF 1’170.–,CHF 80.–,1,"26
m2","Bachlettenstrasse 37,",4054 Basel,"Die Liegenschaft Bachlettenstrasse 37/39 liegt im attraktiven Bachletten-Quartier in Basel, nahe dem Zoo und der Schützenmatte. Die Wohnungen wurden teilsaniert im 2024 (Fassade, Fenster, Küche und Badezimmer) und überzeugen besonders durch die einzigartige Aussicht auf den Zoo und die grünen Flächen der Umgebung, die vor allem von den oberen Stockwerken der Bachlettenstrasse 37 zu geniessen ist.

Charmante 1-Zimmer-Wohnung mitten in Basel
Diese 1-Zimmer-Wohnung bietet Ihnen komfortables Wohnen in zentraler Lage von Basel. Mit ihren hellen Räumen und der praktischen Aufteilung eignet sich die Wohnung ideal für Singles, Paare oder Pendler, die eine gute Anbindung an die Stadt und ein modernes Zuhause suchen. Erleben Sie urbanes Wohnen mit allen Annehmlichkeiten, die Basel zu bieten hat.

Besuchen Sie jetzt die Projekthomepage unter www.mybase.ch und erfahren Sie alles über die noch verfügbaren Wohnungen, die Preise, die Grundrisse und den Ausbau der Wohnungen. Die Anmeldung erfolgt ausschliesslich online, direkt via Website. Wir prüfen die Anmeldung umgehend nach Eingang und geben Ihnen so rasch als möglich Bescheid. Wir freuen uns auf Ihre Kontaktaufnahme!

Bei den Fotos handelt es sich um teils typabweichenden Wohnungen. Alle Angaben sind unverbindlich. Änderungen bleiben bis zur Bauvollendung vorbehalten.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': 'EG', 'Wohnfläche:': '26 m2'}",https://www.immoscout24.ch/mieten/4001731940
Zurich,2’130.–,CHF 1’930.–,CHF 200.–,3,"65
m2","Bachlettenstrasse 37,",4054 Basel,"Die Liegenschaft Bachlettenstrasse 37/39 liegt im attraktiven Bachletten-Quartier in Basel, nahe dem Zoo und der Schützenmatte. Die Wohnungen wurden teilsaniert im 2024 (Fassade, Fenster, Küche und Badezimmer) und überzeugen besonders durch die einzigartige Aussicht auf den Zoo und die grünen Flächen der Umgebung, die vor allem von den oberen Stockwerken der Bachlettenstrasse 37 zu geniessen ist.

Charmante 2-Zimmer-Wohnung mitten in Basel
Diese 2-Zimmer-Wohnung bietet Ihnen komfortables Wohnen in zentraler Lage von Basel. Mit ihren hellen Räumen und der praktischen Aufteilung eignet sich die Wohnung ideal für Singles, Paare oder Pendler, die eine gute Anbindung an die Stadt und ein modernes Zuhause suchen. Erleben Sie urbanes Wohnen mit allen Annehmlichkeiten, die Basel zu bieten hat.

Besuchen Sie jetzt die Projekthomepage unter www.my-base.ch und erfahren Sie alles über die noch verfügbaren Wohnungen, die Preise, die Grundrisse und den Ausbau der Wohnungen. Die Anmeldung erfolgt ausschliesslich online, direkt via Website. Wir prüfen die Anmeldung umgehend nach Eingang und geben Ihnen so rasch als möglich Bescheid. Wir freuen uns auf Ihre Kontaktaufnahme!

Bei den Fotos handelt es sich um teils typabweichenden Wohnungen. Alle Angaben sind unverbindlich. Änderungen bleiben bis zur Bauvollendung vorbehalten.","Haustiere erlaubt, Balkon / Terrasse","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '2', 'Wohnfläche:': '65 m2'}",https://www.immoscout24.ch/mieten/4001731939
Zurich,1’470.–,CHF 1’320.–,CHF 150.–,2,"45
m2","Amerbachstrasse 62,",4057 Basel,"- Wunderschöne Küche und Badezimmer
- Helle, weiträumige Zimmer
- Balkon
Lage:
- Kleinbasel
- Praktische Verbindungen: Tram- und Busstation nur 100 Meter entfernt
Die Bilder sind von einer ähnlichen Wohnung in der selben Liegenschaft.
Für eine Besichtigung kontaktieren Sie die aktuelle Mieter unter 0787821199","Balkon / Terrasse, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': '5', 'Wohnfläche:': '45 m2'}",https://www.immoscout24.ch/mieten/4001707386
Zurich,1’750.–,CHF 1’560.–,CHF 190.–,3.5,"66
m2","Schwarzwaldallee 269,",4058 Basel,"Wir vermieten per 16.September 2023 oder nach Vereinbarung diese schöne helle 3.5-Zimmer-Wohnung, welche über folgenden Ausbaustand verfügt:

- Edler Holzboden in allen Zimmern
- Offene, moderne und hochwertige Küche
- Eigener Waschturm
- Modernes Badezimmer mit Dusche
- kein Lift

- Direkt beim Badischen Bahnhof
- ÖV-Anschluss in alle Richtungen
- Alle Einkaufsläden direkt vor Ihrer Haustüre

Bitte beachten Sie, dass die Bilder dem Ausbaustandard entsprechen und leicht vom Original abweichen können.

Wir freuen uns über Ihre Anfrage.",,"{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '1', 'Wohnfläche:': '66 m2'}",https://www.immoscout24.ch/mieten/4001705489
Zurich,4’200.–,CHF 3’800.–,CHF 400.–,5.5,"165
m2","Missionsstr. 3,",4055 Basel,"Wir vermieten eine 5½-Maisonette-Wohnung, welche durch folgende Eckpunkte besticht:

- Grosszügiges Entrée mit praktischen Einbauschränken
- Moderne Küche mit Glaskeramikherd und Geschirrmaschmaschine sowie Zugang zum Balkon
- Bad mit Badewanne
- Bad mit Dusche
- Plattenboden in Bad und Küche
- Ganze Wohnung mit Parkettboden
- Cheminée im Wohnzimmer
- Sonnige Dachterrasse
- Kellerabteil
- Allgemeine Waschküche mit Waschmaschine und Tumbler

Das Haus liegt zurückversetzt geschützt durch Bäume an der Missionsstrasse/Schützengraben. In unmittelbarer Nähe befindet sich die Tram- und Buslinie und ist in Gehdistanz vom Unispital sowie von der Universität Basel entfernt.

Bitte beachten Sie, dass es sich bei den Fotos um typähnliche Bilder handelt.

Haben wir Ihr Interesse geweckt? Dann vereinbaren Sie einen Besichtigungstermin und überzeugen Sie sich selbst von dieser tollen Wohnung.","Haustiere erlaubt, Kabel-TV, Lift, Altbau","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Maisonette / Duplex', 'Anzahl Zimmer:': '5.5', 'Etage:': '3', 'Wohnfläche:': '165 m2', 'Letztes Renovationsjahr:': '2013', 'Baujahr:': '1980'}",https://www.immoscout24.ch/mieten/4001668616
Zurich,1’626.–,CHF 1’326.–,CHF 300.–,4,"76
m2","Markircherstrasse 52,",4055 Basel,"Diese schöne 4-Zimmer-Wohnung vermieten wir nach Vereinbarung und sie ist wie folgt ausgestattet:

- Parkettboden in allen Zimmern
- Küche mit Glaskeramik
- Plattenboden in Küche, Bad
- Bad mit Wanne
- Keller
- Schöner Balkon


Bilder sind typähnlich.

Wir freuen uns auf Ihre Kontaktaufnahme.","Haustiere erlaubt, Balkon / Terrasse, Kinderfreundlich","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4', 'Etage:': '4', 'Wohnfläche:': '76 m2'}",https://www.immoscout24.ch/mieten/4001668144
Zurich,1’430.–,CHF 1’200.–,CHF 230.–,2,"55
m2","Altkircherstrasse 34,",4054 Basel,"Diese komfortable Wohnung ist wie folgt ausgestattet:

Die Küche beinhaltet einen Glaskeramikherd, während der Eingangsbereich, die Küche und das Badezimmer mit einem pflegeleichten Plattenboden überzeugen. Die Zimmer sind mit Parkettboden gestaltet. Ein eigenes Kellerabteil steht ebenfalls zur Verfügung.

Die Waschküche zur Mitbenützung befindet sich im Erdgeschoss. Ein Lift ist in der Liegenschaft ebenfalls vorhanden. Der gemeinschaftlich genutzte Garten im Hinterhof lädt zum Entspannen im Freien ein. Diese Wohnung eignet sich besonders gut für Wochenaufenthalter, die eine praktische und komfortable Wohnlösung suchen.

Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht, uns zu kontaktieren!",,"{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': 'EG', 'Wohnfläche:': '55 m2', 'Baujahr:': '1966'}",https://www.immoscout24.ch/mieten/4001660017
Zurich,1’870.–,CHF 1’650.–,CHF 220.–,1.5,"66
m2","Schneidergasse 1,",4051 Basel,"Diese gemütliche 1.5-Zimmer-Altbauwohnung in der beliebten Schneidergasse in Basel ist ab sofort oder nach Vereinbarung verfügbar. Die Wohnung liegt in einem historischen Gebäude und kombiniert klassischen Altbaucharme mit einem cleveren Raumkonzept: Das Schlafzimmer befindet sich auf einer Galerie, was für ein besonderes Wohngefühl sorgt.
Ausstattung:
Funktionale Küche
Badezimmer mit Badewanne
Schlafzimmer auf der Galerie
Eigene Waschmaschine
Lift im Gebäude
Gute Anbindung an öffentliche Verkehrsmittel
Mitten im Herzen von Basel gelegen, bietet diese Wohnung den idealen Ausgangspunkt, um die Stadt zu erleben. Einkaufsmöglichkeiten, Restaurants und öffentliche Verkehrsmittel befinden sich in unmittelbarer Nähe.

Für weitere Informationen oder zur Vereinbarung eines Besichtigungstermins freuen wir uns auf Ihre Kontaktaufnahme.",,"{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1.5', 'Etage:': '4', 'Wohnfläche:': '66 m2'}",https://www.immoscout24.ch/mieten/4001598089
Zurich,3’200.–,CHF 2’950.–,CHF 250.–,4.5,"109
m2","Rümelinbachweg 25,",4054 Basel,"Suchen Sie nach einer stilvollen und komfortablen Wohnung in Basel? Dann ist diese exklusive 4.5-Zimmer-Attikawohnung am Rümelinbachweg 25 genau das Richtige für Sie!

Highlights der Wohnung:

Tolle Aussicht: Genießen Sie den atemberaubenden Blick über die Stadt und das umliegende Grüngebiet.

Cheminée: Das elegante Cheminée im Wohnzimmer sorgt für gemütliche Abende und eine angenehme Atmosphäre.

2 Nasszellen: Die Wohnung verfügt über zwei moderne Badezimmer – eines mit Dusche und eines mit Badewanne.

Die Wohnung besticht durch ihre grosszügige Raumaufteilung. Ein lichtdurchflutetes Wohnzimmer sowie geräumige Schlafzimmer bieten viel Platz zum Wohlfühlen.

ACHTUNG! Bei den Fotos zu dieser Wohnung handelt es sich um Referenzbilder und nicht um Bilder der Wohnung!

Einstellhallenplätze (es gibt auch eine begrenzte Anzahl von E-Einstellplätzen mit Ladefunktion - Sep. Anbieter) können ab CHF 181.00 pro Monat bei Bedarf dazugemietet werden.

Besitzen Sie kein Auto? Kein Problem! Der Bahnhof liegt nur 10 Minuten von Ihrem neuen Zuhause weg.

Haben wir Ihr Interesse geweckt? So zögern Sie nicht, für nähere Informationen oder für eine Besichtigung, uns zu kontaktieren. Gerne sind wir bei offenen Fragen für Sie da!","Haustiere erlaubt, Balkon / Terrasse, Aussicht, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '5', 'Wohnfläche:': '109 m2'}",https://www.immoscout24.ch/mieten/4001591393
Zurich,2’105.–,CHF 1’890.–,CHF 215.–,1.5,"72
m2","Bruderholzstrasse 45,",4053 Basel,"Die Liegenschaft BRUDERHOLZSTRASSE 45 in Basel besticht durch Qualität und Stil in jedem Detail. Hochwertige Materialien, flexible Grundrisse und ein moderner Ausbaustandard schaffen ein Wohnambiente, in dem Sie sich vom ersten Moment an zuhause fühlen:
Grosszügige Einbaugarderobe im Korridor
Die Räumlichkeiten sind mit einem zementierten Unterlagsboden ausgestattet – geschliffen und versiegelt
Offene, moderne Einfronten-Küche in Taupe mit Induktionsherd, Geschirrspüler und Naturstein-Arbeitsplatte (alle Geräte von Elektrolux)
Badezimmer mit begehbarer Dusche
Elektrolux-Waschturm im Badezimmer
Balkon mit ca. 9 m²
Fussbodenheizung
Kellerabteil
Aussenstellplatz für CHF 140.- / Monat vorhanden
Die erstklassige Lage, die unmittelbare Nähe zum Zentrum von Basel-Stadt, zahlreiche Freizeitmöglichkeiten und die ausgezeichnete Anbindung an den öffentlichen Verkehr machen diese Liegenschaft zu einer echten Einzigartigkeit.
Wir haben diesen Wohnungstyp noch zusätzlich auf der folgenden Etage verfügbar:
2. Obergeschoss zu einem Bruttomietzins von CHF 2'125.-
Bitte beachten Sie, dass die gezeigten Visualisierungen als Beispiele dienen und geringfügig vom tatsächlichen Mietobjekt abweichen können. Den genauen Grundriss der Loftwohnung finden Sie im angehängten PDF.
Haben wir Ihr Interesse geweckt? Das Vermietungsteam Basel freut sich darauf, von Ihnen zu hören!","Waschmaschine, Parkplatz, Lift","{'Verfügbarkeit:': '01.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1.5', 'Etage:': '1', 'Wohnfläche:': '72 m2', 'Letztes Renovationsjahr:': '2024'}",https://www.immoscout24.ch/mieten/4001564413
Zurich,1’030.–,CHF 900.–,CHF 130.–,1,"27
m2","Feldbergstrasse 137,",4057 Basel,"Diese moderne Studiowohnung bietet ein komfortables Zuhause. Sie befindet sich in einer zentralen Lage zwischen den Quartieren Clara und Matthäus und besticht durch ihren attraktiven Ausbau.

Das Studio verfügt über 27.7 m² und ist wie folgt ausgestattet:
- Parkettboden im Wohnbereich
- Plattenboden im Badezimmer
- Küche mit Geschirrspüler, Glaskeramik, Kühlschrank
- Bad mit Dusche
- Allgemeine Waschküche mit 3 Waschtürmen
- Kellerabteil

Die Liegenschaft ist mit der Niederer Connecting App ausgestattet. Dies bedeutet für Sie, dass Sie jederzeit und auf einfachem Weg mit uns in Verbindung treten können z.B. mit einer Schadenmeldung.

Wir hoffen, Ihr Interesse geweckt zu haben.

Die Liegenschaft befindet sich an optimaler Lage, innert weniger Gehminuten erreichen Sie:
Tram- und Buslinie
Primarschule Bläsi
Einkaufsmöglichkeiten
Restaurants

Hinweis: Bei den Wohnungsfotos handelt es um Referenzfotos des gleichen Wohnungstyp.","Kabel-TV, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Studio', 'Anzahl Zimmer:': '1', 'Etage:': '1', 'Wohnfläche:': '27 m2'}",https://www.immoscout24.ch/mieten/4001533758
Zurich,1’797.–,N/A,N/A,2.5,"39
m2","Hochstrasse 16,",4053 Basel,"City Pop - Die flexible Lösung für kurze und lange Aufenthalte, die Ihnen ein Gefühl von Zuhause vermittelt.
Ab 7 November 2024 bieten wir zentral gelegene Apartments in Basel an, die zwischen 23 und 68 Quadratmeter groß sind. Ab 325 CHF/Woche können Sie aus verschiedenen Pop-Typen wählen: S, M, XL, 2.5 und 3.5.
Diese möblierten Apartments bieten ein authentisches Wohnerlebnis. Da die Bauarbeiten noch im Gange sind, stehen uns noch keine Originalfotos zur Verfügung. Die beigefügten Bilder stammen aus anderen City Pop Apartments und sind als repräsentativ zu betrachten.
Die Apartments sind vollständig ausgestattet, einschließlich Küche, Wohnzimmer, Schlafzimmer und Bad;
Vollständiges Inventar für die Küche (Teller, Gläser, Töpfe usw.);
Schlafbereich und Bad (mit Handtuchset);
Nebenkosten inklusive;
Wi-Fi und Smart TV;
Die Pop Apartments können für einen Mindestzeitraum von 4 Wochen gebucht werden. Zudem wird eine breite Palette von Standard- und Zusatzdiensten verfügbar sein, die über die City Pop App aktiviert werden können, darunter:
Reinigungsservice (wöchentlich, zweiwöchentlich);
Kellerraum;
Parkplatz;
Das Gebäude wird auch über fantastische Gemeinschaftsräume verfügen.
Gym
Co-living
co-working
Jeder Gast kann sein Servicepaket individuell anpassen, um seine Bedürfnisse und seinen Lebensstil optimal zu erfüllen.
Es ist so einfach wie ein Hotelzimmer zu buchen! Die Reservierungen sind jetzt geöffnet! Worauf wartest du noch? Buche jetzt deinen Aufenthalt in Basel!
Lade die City Pop App herunter und buche jetzt!
Wir freuen uns darauf, Sie in Basel willkommen zu heißen!
Wenn Sie Fragen haben oder weitere Informationen benötigen, zögern Sie bitte nicht, uns unter contact.ch@citypop.com zu kontaktieren. Unser Team steht Ihnen gerne zur Verfügung.
--------------------------------------------------------------------------------------------------------------
City Pop - The flexible solution for short and long stays, making you feel at home.
Starting from November 7th 2024, we will offer centrally located apartments in Basel, ranging from 23 to 68 square meters. Starting at 325 CHF/week, you can choose from various Pop types: S, M, XL, 2.5 and 3.5. These furnished apartments will provide an authentic living experience. Since the construction work is still ongoing, we do not yet have original photos. The attached images are from other City Pop apartments and are to be considered representative.
The apartments are fully equipped, including a kitchen, living room, bedroom, and bathroom;
Complete kitchen inventory (plates, glasses, pots, etc.);
Sleeping area and bathroom (with towel set);
All utilities included;
Wi-Fi and Smart TV;
Pop apartments can be booked for a minimum period of 4 weeks. Additionally, a wide range of standard and additional services will be available, activated via the City Pop app, including:
Cleaning service (weekly, biweekly);
Storage box;
Parking;
The building will also feature fantastic communal spaces.
Gym
Co-living
co-working
Each guest can personalize their service package to best meet their needs and lifestyle.
It's as simple as booking a hotel room! Reservations are now open! What are you waiting for? Book your stay in Basel now!
Download the City Pop App and book today!
We look forward to welcoming you to Basel!
If you have any questions or need further information, please do not hesitate to contact us at contact.ch@citypop.com. Our team is here to assist you.","Geschirrspüler, Ruhige Lage, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Wohnfläche:': '39 m2', 'Letztes Renovationsjahr:': '2024'}",https://www.immoscout24.ch/mieten/4001467528
